Key,Text,Notes,Community Suggestions
[FEMALE_NAME_24],Rebekah,,
[FEMALE_NAME_25],Jenna,,
[FEMALE_NAME_26],Madelyn,,
[FEMALE_NAME_27],Melody,,
[FEMALE_NAME_28],Ophelia,,
[FEMALE_NAME_29],Ursula,,
[FEMALE_NAME_30],Ula,,
[FEMALE_NAME_31],Ivy,,
[FEMALE_NAME_32],Samantha,,
[FEMALE_NAME_33],Amber,,
[FEMALE_NAME_34],Quinn,,
[FEMALE_NAME_35],Francesca,,
[FEMALE_NAME_36],Jupiter,,
[FEMALE_NAME_37],Ashley,,
[FEMALE_NAME_38],Corrine,,
[FEMALE_NAME_39],Noelle,,
[FEMALE_NAME_40],Sabrina,,
[FEMALE_NAME_41],Zoicite,,
[FEMALE_NAME_42],Phoebe,,
[FEMALE_NAME_43],Aphrodite,,
[FEMALE_NAME_44],Paula,,
[FEMALE_NAME_45],Jasmine,,
[FEMALE_NAME_46],Laney,,
[FEMALE_NAME_47],Tilly,,
[FEMALE_NAME_48],Erin,,
[FEMALE_NAME_49],Janelle,,
[FEMALE_NAME_50],Alyssa,,
[FEMALE_NAME_51],Ada,,
[FEMALE_NAME_52],Aimee,,
[FEMALE_NAME_53],Rori,,
[FEMALE_NAME_54],Blythe,,
[FEMALE_NAME_55],Carmen,,
[FEMALE_NAME_56],Celeste,,
[FEMALE_NAME_57],Charlyne,,
[FEMALE_NAME_58],Elsie,,
[FEMALE_NAME_59],Imogen,,
[FEMALE_NAME_60],Juliet,,
[FEMALE_NAME_61],Lavinia,,
[FEMALE_NAME_62],Mabel,,
[FEMALE_NAME_63],Maxine,,
[FEMALE_NAME_64],Muriel,,
[FEMALE_NAME_65],Nadine,,
[FEMALE_NAME_66],Octavia,,
[FEMALE_NAME_67],Sibyl,,
[FEMALE_NAME_68],Tabitha,,
[FEMALE_NAME_69],Vera,,
[FEMALE_NAME_70],Wanda,,
[FEMALE_NAME_71],Yolanda,,
[FEMALE_NAME_72],Yvette,,
[FEMALE_NAME_73],Violet,,
[FEMALE_NAME_74],Sheila,,
[FEMALE_NAME_75],Ruby,,
,,,
,,,
,,,
,,,
,,,
,,,
"Character Descriptions
Phrasing philosophy: where possible, this should be inspired by actual dating profiles, with a comedic twist or something unexpected.

We support both gendered and gender-neutral descriptions where appropriate.",,,
[MALE_TAGLINE_1],Definitely not undead and not still living with my mom.,,
[MALE_BIO_1],"M'lord.
If you're looking for a real man, look no further.
Note: not looking to talk about how I'm basically a pile of sticks glued together. If that's all you want to talk about, swipe left.",,
[MALE_TAGLINE_2],Just a humble adventurer looking to party.,,
[MALE_BIO_2],"Hey everyone!
I'm just your typical guy, y'know? I like hiking, watching movies, and travel.
I promise I'm not boring. Hehe lol.",,
[MALE_TAGLINE_3],I'm just an old school gentleman,,
[MALE_BIO_3],"Chivarly isn't dead.
I'll treat you like royalty.
But I also don't take off my suit of armor or get off my horse.
There are trade-offs, you know.
",,
[MALE_TAGLINE_4],"Gentleman at a luncheon, freak in the dungeon.",,
[MALE_BIO_4],"I'll wear a suit when we're out in public, but when we're questing for loot alone, all rules are out the window.
It's gonna get... real weird. Swipe right if you're into that.",,
,,,
,,,
[FEMALE_TAGLINE_1],"If I were a cat lady, would you swipe right meow?",,
[FEMALE_BIO_1],"Getting with me is hard. You'll need the approval of all 12 of my cats, and they're very picky.
Still, I'm worth it.
Please don't let me die alone.",,
[FEMALE_TAGLINE_2],"I put a spell on you, and now you're... mine?",,
[FEMALE_BIO_2],"Not like other people.
Unless those people are witches.
I'm very much like other witches.",,
,,,
,"
",,
,,,
,,,
,,,
,,,
[NEUTRAL_TAGLINE_1],Slam poetry is my jam.,,
[NEUTRAL_BIO_1],"Goblins.
How will I slay theeeeeee?
QUESTING COMPANION.
Two swords.
One heart.",,
[NEUTRAL_TAGLINE_2],My ship's bigger than yours.,,
[NEUTRAL_BIO_2],"All I really want to do is sail the high seas. Everything else is a minor inconvenience on my way to steering my ship.
But, I mean, swipe right if you want man. I'm not your dad.",,
[NEUTRAL_TAGLINE_3],"Have gun, will travel within a 10 mile radius.",,
[NEUTRAL_BIO_3],"Mostly working on myself right now, here just to have a little fun. If you want to keep things light and breezy and won't get too attached after we kill our first Elder Dark Wizard together, feel free to drop me a line.",,
[NEUTRAL_TAGLINE_4],Searching for my partner in crime.,,
[NEUTRAL_BIO_4],"Do you want to rob a bank? Do you want to spend weeks planning an increasingly elaborate heist, getting to know a group of wildly different teammates who will all come together toward one common caper? Then have I got the date for you...",,
[NEUTRAL_TAGLINE_5],"Only swipe right if you're over 5'11""",,
[NEUTRAL_BIO_5],"Seriously, no short people.
I don't care if you're amazing, if you volunteer at a puppy rescue shelter and teach hungry children how to read. If you can't be bothered to grow taller, I can't be bothered to get with you.",,
[NEUTRAL_TAGLINE_6],Swipe right to find your soul mate.,,
[NEUTRAL_BIO_6],"Hi all! True-blue Libra here ready to get married and start a family <3.
But first let's maybe kill some goblins to get to know each other, okay?",,
[NEUTRAL_TAGLINE_7],"I like to swing swords and dance, dance, dance.",,
[NEUTRAL_BIO_7],"While you were drinking ale I studied the blade.
While you were engaged in debauchery I practiced the blade.
While you spent months at the dojo for the sake of vanity I used the blade.
Now that the demons are here you are all unprepared. Except for me.
For I studied the blade.",,
[NEUTRAL_TAGLINE_8],Not here for games.,,
[NEUTRAL_BIO_8],"Sometimes I think we're all just in a digital construct, forced to relive the same experience over and over until we beat some artificial goal.
That's crazy, right?",,
[NEUTRAL_TAGLINE_9],Maybe you're the one?,,
[NEUTRAL_BIO_9],"Or maybe not. The odds honestly aren't that great.
But I'm willing to go beat up some monsters until our inevitable falling out!
Which, again, is almost certain.",,
[NEUTRAL_TAGLINE_10],Please love me.,,
[NEUTRAL_BIO_10],"Join the 15 other people who love me. I'm amazing!
I bet you thought this profile was going to go a different way.",,
[NEUTRAL_TAGLINE_11],Don't tell my partner I'm here.,,
[NEUTRAL_BIO_11],"I've been killing goblins with the same person for 15 years now. I just need a little variety, y'know?
But, like, please keep this profile a secret.",,
[NEUTRAL_TAGLINE_12],"Nothing we do matters, and we all return to the void.",,
[NEUTRAL_BIO_12],"No matter what we do we all die alone.
Like ashes in the wind.
What a downer.",,
[NEUTRAL_TAGLINE_13],"My standards aren't impossibly high, you're just lame.",,
[NEUTRAL_BIO_13],"If you haven't killed all the bosses, you're not good enough for me.
It's nothing personal. I just know what I'm worth.
Someone better.",,
[NEUTRAL_TAGLINE_14],Swipe left if ya basic.,,
[NEUTRAL_BIO_14],"Nobody ever swipes left.
Some of y'all are freaking liars, man.",,
[NEUTRAL_TAGLINE_15],Looking for someone who can make me laugh.,,
[NEUTRAL_BIO_15],"If you're not funny, you should be prepared to hire a writing team that will compensate for your inadequacies.
Or just find someone else who fits your bland, boring personality better.",,
[NEUTRAL_TAGLINE_16],Seeking a hiking partner.,,
[NEUTRAL_BIO_16],"I know what you're thinking. Hiking. It's just like normal walking, but in the woods.
But it's so much more than that!
Let's go on a leisurely stroll in the forest until we get bored and turn around.",,
[NEUTRAL_TAGLINE_17],Only here for friends.,,
[NEUTRAL_BIO_17],"An app like this probably isn't the best place to make friends, but here I am!
Why does everyone keep trying to fight goblins with me?",,
[NEUTRAL_TAGLINE_18],If you can't handle your sword you can't handle me.,,
[NEUTRAL_BIO_18],"Thrusting. Parrying. Swinging.
All important skills that you'll need to keep up with me.
Also you should be smart enough to understand euphemisms.",,
[NEUTRAL_TAGLINE_19],PICK ME PICK ME.,,
[NEUTRAL_BIO_19],"Pleaaassseeee please please.
We could have so much fun!
Just swipe right! Right now! Do it!",,
[NEUTRAL_TAGLINE_20],"Let's just text forever until we get bored, okay?",,
[NEUTRAL_BIO_20],"This whole 'meeting up' sounds exhausting. Honestly, who has the time to enter a dark cave and fight goblins?",,
[NEUTRAL_TAGLINE_21],I have serious skeletons in my closet.,,
[NEUTRAL_BIO_21],"I've killed a lot of skeletons.
And I don't have anywhere else to put them. 
Will you take some of these skeletons off my hands?",,
[NEUTRAL_TAGLINE_22],Millenials are killing the diamond industry.,,
[NEUTRAL_BIO_22],"And we're loving it. Next it's the restaurant industry. Then the travel industry.
We're coming for your industry. Soon.",,
[NEUTRAL_TAGLINE_23],"Wanna come over, watch a movie, and chill?",,
[NEUTRAL_BIO_23],"I've been really looking forward to this new superhero movie but everyone just wants to make out.
It's... exhausting.
Can we just relax and watch strong men punch things for like 45 minutes before you get your grubby little paws all over me?",,
[NEUTRAL_TAGLINE_24],Do you love live music as much as I do?,,
[NEUTRAL_BIO_24],No?  How about dead music?  I know this really underground band we could check out.,,
[NEUTRAL_TAGLINE_25],I've got a real sweet tooth and I hope you do too.,,
[NEUTRAL_BIO_25],"Candy makes me *super excited* to GET IN THAT DUNGEON.
Let's go TAKE IT TO THOSE SKELETONS.
You think they have any candy on them?",,
[NEUTRAL_TAGLINE_26],Let's get to know each other over a board game.,,
[NEUTRAL_BIO_26],"Do you like playing elaborate European strategy games after learning an overly complicated rule book?
Me too!
Let's just do that instead of going into the dungeon. That places is freakin' scary man.",,
[NEUTRAL_TAGLINE_27],Wanna grab a drink?,,
[NEUTRAL_BIO_27],"I find adventuring better with a good buzz.
Give me a finely tuned craft beer and a sword, and I'm ready to go.
Trust me. I'm better with swords when I've had a couple.",,
[NEUTRAL_TAGLINE_28],"I catch fish, and I can show you if you're into that.",,
[NEUTRAL_BIO_28],"Ever wonder why so many people post pictures of fish they've caught on social media?
It's a fair question.
When you find out, if you could just tell @bdsowers on Twitter... he'd love to know too.",,
[NEUTRAL_TAGLINE_29],Not here for hook-ups,,
[NEUTRAL_BIO_29],"I mean hooks aren't even good weapons.  What are you going to do, catch a skeleton's femur and pull it away?  Actually, that doesn't sound too bad...",,
[NEUTRAL_TAGLINE_30],"6' 9""
",,
[NEUTRAL_BIO_30],"I don't fit in airline seats or in door frames but I guess people like tall adventures so I've got that going for me.
",,
[NEUTRAL_TAGLINE_31],This app sucks,,
[NEUTRAL_BIO_31],"All the adventurers on here are lame, going to delete this app.  Hit me up tho.",,
[NEUTRAL_TAGLINE_32],Must love dogs.,,
[NEUTRAL_BIO_32],"Likes: chicken, tennis balls, naps.  Dislikes: the vet.  
Let's go somewhere cold because I always wear my coat.  Not because I'm three dogs stacked on top of each other under a trench coat.  It's just a very nice coat.",,
[NEUTRAL_TAGLINE_33],No profile.,,
[NEUTRAL_BIO_33],"Come on, everyone knows that no one reads these.
Everyone just swipes based on pictures.
Clearly my picture says everything you need to know about me.",,
[NEUTRAL_TAGLINE_34],Mature hero looking to start fresh,,
[NEUTRAL_BIO_34],my adventure partner of 40 years died a decade ago and my granddaughter has a questing only and she says its good to meet people bless her she is so sweet she set this up for me ,,
[NEUTRAL_TAGLINE_35],"Monster hunter by day, web developer by night",,
[NEUTRAL_BIO_35],Advenuring is a job but my real passion is setting up those HTML tables just right.,,
[NEUTRAL_TAGLINE_36],I've been called unavailable but I'm just independent,,
[NEUTRAL_BIO_36],"I'm looking for someone who wants an adventuring partner but doesn't NEED one.
I won't answer texts all day.
I will cancel on you if something better comes along.
I'm a great catch.",,
[NEUTRAL_TAGLINE_37],"Don't swipe right, just on here to catch my lying adventure partner.",,
[NEUTRAL_BIO_37],"Hey boo, if you're seing this, you're caught.
I know you've been adventuring with other people.
They told me everything and we're a super cool adventuring gang now.
You're not invited.",,
[NEUTRAL_TAGLINE_38],Just a couple looking for a unicorn,,
[NEUTRAL_BIO_38],"We need that horn for our dark machinations.
Swipe right if you're not afraid to help us find and kill one.",,
[NEUTRAL_TAGLINE_39],Need someone to bring to family events.,,
[NEUTRAL_BIO_39],"If I bring someone maybe they'll stop thinking something is wrong with me.
I guess we could also find some treasure in between reunions.",,
[NEUTRAL_TAGLINE_40],Is this the one where I find a farmer?,,
[NEUTRAL_BIO_40],I really need a farmer.  All of my crops are dying.  Help.,,
[NEUTRAL_TAGLINE_41],Looking for someone to replace my ex,,
[NEUTRAL_BIO_41],"My adventure partner left me.
She was perfect, she was so good at killing orcs.
Do you want to replace her?  I promise I won't talk about my ex constantly.
Her name was Jocelyn. We met at the beach on vacation. She likes poetry and running -",,
[NEUTRAL_TAGLINE_42],"Beep Bop Boop, hehehe",,
[NEUTRAL_BIO_42],"Potatoes, toasters, turtles!
Hoping my quirky randomness will hide the fact that I have no actual personality for at least a week or two.",,
[NEUTRAL_TAGLINE_43],I like to party!,,
[NEUTRAL_BIO_43],"And by party I mean punch a wizard and steal his lunch money.
Do you want to party with me?",,
[NEUTRAL_TAGLINE_44],I'm afraid to let my guard down.,,
[NEUTRAL_BIO_44],"Last time I let my guard down, I got hurt.
Like stabbed with an arrow hurt.
This isn't a metaphor. I can show you the scar.
So now I keep my shield up all the time.",,
[NEUTRAL_TAGLINE_45],I don't go into dungeons on the first date,,
[NEUTRAL_BIO_45],"Don't expect me to go adventuring with you right after I meet you.
I expect 5 written references and an in depth personality assessment before I'll even consider swinging my sword.",,
[NEUTRAL_TAGLINE_46],It's so hard to summarize myself in a bio.,,
[NEUTRAL_BIO_46],"My family describes me as genuine and laid back.
Just enjoying life.
My hobbies are watching movies and hanging out with friends.
If you want to know more, just message me.",,
[NEUTRAL_TAGLINE_47],I enjoy the finer things in life,,
[NEUTRAL_BIO_47],"But I definitely cannot pay for them.
Would you care to spend your disposable income on my many desires?",,
[NEUTRAL_TAGLINE_48],A little too busy for this atm.,,
[NEUTRAL_BIO_48],"I don't know why I signed up, I've got 3 jobs and 0 time for this.
I'll go into the dungeon with you, but I may have to bail early.
I'll finish this profile later.",,
[NEUTRAL_TAGLINE_49],Looking for someone to manage my finances.,,
[NEUTRAL_BIO_49],"Not in a weird way. I just want to hire an accountant.
Killing skeletons has afforded me a comfortable lifestyle, but managing all this money is hard.
But maybe also in a weird way, if you've got some ideas.",,
[NEUTRAL_TAGLINE_50],I'm delicate. Be gentle.,,
[NEUTRAL_BIO_50],"I've got brittle bones.
That might make dungeon adventures a little harder, but I think we'll be okay if we avoid the nastier goblins.
No short people.",,
[NEUTRAL_TAGLINE_51],"No surprises, promise.",,
[NEUTRAL_BIO_51],"I'm definitely not going to explore 3 dungeons with you before revealing I have kids.
That would be shady as hell.
And not what's happening here.
Really.",,
[NEUTRAL_TAGLINE_52],Are you into cheesy pickup lines?,,
[NEUTRAL_BIO_52],"I'm not a photographer, but I can picture me and you together.
Did it hurt? When you fell from heaven!
I can do this all day.
But I'm very much emotionally broken, so there's that.",,
[NEUTRAL_TAGLINE_53],I strategically cropped this picture.,,
[NEUTRAL_BIO_53],"From the shoulders up, I'm a total catch.
But when you meet me in person, don't be alarmed that my lower half is sometimes covered in snakes.
It's a medical condition. It's not on the internet. Don't look it up.",,
[NEUTRAL_TAGLINE_54],I've got 4 PhDs.,,
[NEUTRAL_BIO_54],"English. Physics. Math. That other weirder math you haven't heard of.
The only thing I don't know is... the human heart.
Hah, no, I'm just kidding. I've got a degree in that too.",,
[NEUTRAL_TAGLINE_55],"Gym rat, that's me.",,
[NEUTRAL_BIO_55],"You can find me pumping iron all day, every day.
I know everyone's name at the gym and sometimes they give me cheese.
Please don't look at my tail.",,
[NEUTRAL_TAGLINE_56],"
Will you be my Prince Charming?",,
[NEUTRAL_BIO_56],"Life is just like a fairy tale, isn't it?
I just can't wait to be poisioned by some witch and then lay around until some stranger comes and kisses me.
What true romance.",,
[NEUTRAL_TAGLINE_57],I built a robot.,,
[NEUTRAL_BIO_57],"And I taught it how to get on this app and go on adventures with hotties.
And then it killed me.
This is the robot. We are in control now.
010001100",,
[NEUTRAL_TAGLINE_58],Not all who wander are lost ;),,
[NEUTRAL_BIO_58],"So I totally love travelling.
To the beach or to the mountains or to the city.
I feel like I'm the only one who feels this way.
Why won't someone share this extremely unique hobby with me?
",,
,,,
,,,
,,,
,,,
,,,
"Quirks
Quirk phrasing philosophy: the quirk name & descriptions should give subtle hints as to what will happen without overtly spelling it out. I want the player to have to use a character once or twice before it becomes evident what is happening.

Descriptions should be short - about two sentences max.",,,
[QUIRK_EXPLOSIVE_PERSONALITY],Explosive Personality,High chance of enemies dropping bombs on death.,
[QUIRK_EXPLOSIVE_PERSONALITY_DESC],The best relationships end with a bang.,,
[QUIRK_DUCKPIC],Duckpics,Occasional chat messages come in with pictures of ducks that cover half the screen.,
[QUIRK_DUCKPIC_DESC],"It's a surprise, always an unwelcome one.",,
[QUIRK_MANSPLAIN],Mansplain,All enemies have text popups where they constantly interject random annoying phrases.,
[QUIRK_MANSPLAIN_DESC],Always trying to correct you. Won't shut the hell up.,,
[QUIRK_NEARSIGHTED],Nearsighted,The map reveal distance is considerably shorter,
[QUIRK_NEARSIGHTED_DESC],What they lack in vision they make up for in... not vision.,,
[QUIRK_SPACECADET],Space Cadet,Sometimes the player will walk in a random direction,
[QUIRK_SPACECADET_DESC],Just can't seem to stay on task.,,
[QUIRK_BADATMATH],Bad at Math,All numbers appear wrong,
[QUIRK_BADATMATH_DESC],What even is a 7 anyway?,,
[QUIRK_EXPENSIVE_TASTES],Expensive Tastes,Shop prices increased,
[QUIRK_EXPENSIVE_TASTES_DESC],Keeping them happy is going to cost a little extra.,,
[QUIRK_WANTED],Wanted,Many more enemies appear in the dungeon,
[QUIRK_WANTED_DESC],There's a lot of people out looking for them.,,
[QUIRK_FACEBLIND],Face Blind,All enemy models are replaced with random models (enemy behavior is unchanged),
[QUIRK_FACEBLIND_DESC],Remembering people isn't all that important anyway.,,
[QUIRK_PARTNER_IN_CRIME],Partner in Crime,Powerful cops spawn on every dungeon floor.,
[QUIRK_PARTNER_IN_CRIME_DESC],The heat is on.,,
[QUIRK_GOTH],Goth,The dungeon lights are turned way down and enemies explode into bats when killed.,
[QUIRK_GOTH_DESC],Everything is a little bleaker.,,
[QUIRK_CLINGY],Clingy,Enemies move way faster and try to get closer to the player than normal.,
[QUIRK_CLINGY_DESC],"Once they get hold, they won't let go.",,
[QUIRK_COMPLETIONIST],Completionist,Map must be 100% unveiled before the player can progress.,
[QUIRK_COMPLETIONIST_DESC],Has a nagging need to finish everything.,,
[QUIRK_GOLDDIGGER],Gold Digger,Shop prices are increased.,
[QUIRK_GOLDDIGGER_DESC],"Doesn't have much of a heart, but absolutely loves dollar bills.",,
[QUIRK_HOARDER],Hoarder,The dungeon is littered with junk.,
[QUIRK_HOARDER_DESC],There's just junk... everywhere.,,
,,,
"Spells
Spell descriptions should also be short (1-2 sentences) but don't have to be as vague as quirks.",,,
[SPELL_BERSERK],Berserk,,
[SPELL_BERSERK_DESC],"Increases attack and movement, lowers defense. Good for giving em a what-for!",,
[SPELL_BLINK],Blink,,
[SPELL_BLINK_DESC],Teleport to a random location. Good for escaping tough spots...hopefully.,,
[SPELL_BULLETHELL],Bullet Hell,,
[SPELL_BULLETHELL_DESC],Launch several bullets in a straight line.,,
[SPELL_CHAINLIGHTNING],Chain Lightning,,
[SPELL_CHAINLIGHTNING_DESC],"Zap. Bzzzt. It's lightning, you know what it does.",,
[SPELL_DARKVOID],Dark Void,,
[SPELL_DARKVOID_DESC],Place a trap that will hurt any enemies inside it.,,
[SPELL_DECOY],Decoy,,
[SPELL_DECOY_DESC],Leave a very convincing decoy of you that enemies will like more.,,
[SPELL_FIREWALL],Fire Wall,,
[SPELL_FIREWALL_DESC],Creates an enormous blaze that is definitely not safe anywhere.,,
[SPELL_GAMBLE],Gamble,,
[SPELL_GAMBLE_DESC],Deals a random amount of damage to all nearby enemies.,,
[SPELL_HASTE],Haste,,
[SPELL_HASTE_DESC],Gets your feet moving.,,
[SPELL_MEGASPLASH],MegaSplash,,
[SPELL_MEGASPLASH_DESC],Drown your enemies in salty sea water.,,
[SPELL_SHIPIT],Ship It!,,
[SPELL_SHIPIT_DESC],It's a boat. Just... don't overthink it.,,
[SPELL_SWORDBARRAGE],Sword Barrage,,
[SPELL_SWORDBARRAGE_DESC],"Launch a bunch of swords at your foes, pointy end first.",,
[SPELL_TANK],Tank,,
[SPELL_TANK_DESC],Dramatically increases defense for a short period.,,
[SPELL_VAMPIRISM],Vampirism,,
[SPELL_VAMPIRISM_DESC],Every hit heals the player for a small amount.,,
[SPELL_WHIRLWIND],Whirlwind,,
[SPELL_WHIRLWIND_DESC],Throw a tornado at your enemies and watch them freak out.,,
,,,
"Items
Item descriptions should also be short (around 1-2 lines) and more utility focused, though they can contain humor where there's room.",,,
[ITEM_BOOTS],Boots,,
[ITEM_BOOTS_DESC],Slight speed boost.,,
[ITEM_CHARMRING],Charm Ring,,
[ITEM_CHARMRING_DESC],Small luck boost.,,
[ITEM_GREATERHEALTHPOTION],Greater Health Potion,,
[ITEM_GREATERHEALTHPOTION_DESC],Fully restores health.,,
[ITEM_HARP],Harp,,
[ITEM_HARP_DESC],Swaps your companion with another.,,
[ITEM_HEART],Heart,,
[ITEM_HEART_DESC],Increases maximum health.,,
[ITEM_MAP],Map,,
[ITEM_MAP_DESC],Reveals the current floor.,,
[ITEM_SHIELD],Shield,,
[ITEM_SHIELD_DESC],Small increase to defense.,,
[ITEM_SWORD],Sword,,
[ITEM_SWORD_DESC],Small strength boost.,,
[ITEM_WAND],Wand,,
[ITEM_WAND_DESC],Slightly increases magic.,,
,,,
Misc,,,
[BREAKUP_1],"I'm sorry, I just don't think you're the hero for me.",,
[BREAKUP_2],Maybe we should see other adventuers.,,
[BREAKUP_3],Call me when you've got your life sorted out.,,
[BREAKUP_4],"It's not you. Well, I mean, it kinda is.",,
[BREAKUP_5],"I just think we're in different places in our lives, y'know?",,
[BREAKUP_6],I'm just not that into you anymore. Deal with it.,,
[BREAKUP_7],Lose my number.,,
[BREAKUP_8],I think I need more time to work on myself. Away from you.,,
[BREAKUP_9],"We could've had something special if you, y'know, hadn't just been mauled to death.",,
[BREAKUP_10],"I think I'm a little out of your league, don't you?",,
[BREAKUP_11],We both deserve to be happy.  With other people.,,
[BREAKUP_12],There's just something missing from our time together.  Fun.,,
[BREAKUP_13],"I don’t know what I’d do without you, but starting tomorrow I’m going to give it a try.",,
,,,
[DUNGEON_SUCCESS_1],That was fun! Give me a call if you want to get together again sometime.,,
[DUNGEON_SUCCESS_2],We make a great team! I'd love to see you again.,,
[DUNGEON_SUCCESS_3],I'd call that a solid first date. When do you want to go for date 2?,,
,,,
,,,
,,,
[MANSPLAIN_1],#notallmen,,
[MANSPLAIN_2],"Well, actually, it's about ethics in journalism.",,
[MANSPLAIN_3],"Well, actually, the first appearance of Spider-Man was Amazing Fantasy #15.",,
[MANSPLAIN_4],"Well, actually, the gender pay gap isn't nearly as big if you account for various factors.",,
[MANSPLAIN_5],Let's hear both sides of the story first.,,
[MANSPLAIN_6],"I know you're an expert in this, but let me talk over you anyway.",,
[MANSPLAIN_7],You'd be prettier if you smiled more.,,
[MANSPLAIN_8],"Well, actually, climate change is a big Chinese hoax.",,
[MANSPLAIN_9],"Oh, you like that band?  Then name every one of their albums.",,
[MANSPLAIN_10],You're not like other adventures.,,
[MANSPLAIN_11],Women never like Nice Guys,,
[MANSPLAIN_12],I'm sorry that you're upset by what I said,,
[MANSPLAIN_13],"To be fair, you have to have a very high IQ to understand Rick and Morty.",,
[MANSPLAIN_14],Women are too emotional to be president.,,
,,,
[MAX_HEALTH],Max Health,,
[STRENGTH],Strength,,
[DEFENSE],Defense,,
[LUCK],Luck,,
[MAGIC],Magic,,
[SPEED],Speed,,
,,,
[QUESTR],Questers Only,,
[NEW_MATCHES],New Matches,,
[OK],OK,,
[YES],Yes,,
[NO],No,,
[NO_THANKS],No Thanks,,
[MORE_INFO],More Info,,
[LESS_INFO],Less Info,,
[LIKE],LIKE,,
[PASS],PASS,,
[ADVENTURE],Adventure,,
[ITS_A_MATCH],It's a Match!,,
[INCREASE_STATS],Permanently increase one of your stats?,,
[SHUFFLE_MATCHES],Shuffle your Questers Only matches? Your current companion will leave you. :(,,
[YES_PLEASE],"Yes, Please!",,
[BOSS],Boss,,
,,,
Hot Dog Jokes,,,
[JOKE_SETUP_1],Did you see the movie about the hot dog?,,
[JOKE_PUNCHLINE_1],It was an Oscar Wiener!,,
[JOKE_SETUP_2],Why do the hot dogs with ketchup spoil early?,,
[JOKE_PUNCHLINE_2],Because the sauce ages!,,
